date,province,crop,price,unit,source
2025-06-01,บึงกาฬ,มันสำปะหลัง,2.59,บาท/กก.,OAE-DIT-sample
2025-06-01,บุรีรัมย์,มันสำปะหลัง,2.59,บาท/กก.,OAE-DIT-sample
2025-06-01,มหาสารคาม,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2025-06-01,มุกดาหาร,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2025-06-01,ยโสธร,มันสำปะหลัง,2.59,บาท/กก.,OAE-DIT-sample
2025-06-01,ร้อยเอ็ด,มันสำปะหลัง,2.59,บาท/กก.,OAE-DIT-sample
2025-06-01,เลย,มันสำปะหลัง,2.59,บาท/กก.,OAE-DIT-sample
2025-06-01,ศรีสะเกษ,มันสำปะหลัง,2.59,บาท/กก.,OAE-DIT-sample
2025-06-01,สกลนคร,มันสำปะหลัง,2.59,บาท/กก.,OAE-DIT-sample
2025-06-01,สุรินทร์,มันสำปะหลัง,2.58,บาท/กก.,OAE-DIT-sample
2025-06-01,หนองคาย,มันสำปะหลัง,2.59,บาท/กก.,OAE-DIT-sample
2025-06-01,หนองบัวลำภู,มันสำปะหลัง,2.61,บาท/กก.,OAE-DIT-sample
2025-06-01,อำนาจเจริญ,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2025-06-01,อุดรธานี,มันสำปะหลัง,2.61,บาท/กก.,OAE-DIT-sample
2025-06-01,อุบลราชธานี,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2025-07-01,กาฬสินธุ์,มันสำปะหลัง,2.48,บาท/กก.,OAE-DIT-sample
2025-07-01,ขอนแก่น,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-07-01,ชัยภูมิ,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-07-01,นครพนม,มันสำปะหลัง,2.45,บาท/กก.,OAE-DIT-sample
2025-07-01,นครราชสีมา,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-07-01,บึงกาฬ,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-07-01,บุรีรัมย์,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-07-01,มหาสารคาม,มันสำปะหลัง,2.48,บาท/กก.,OAE-DIT-sample
2025-07-01,มุกดาหาร,มันสำปะหลัง,2.48,บาท/กก.,OAE-DIT-sample
2025-07-01,ยโสธร,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-07-01,ร้อยเอ็ด,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-07-01,เลย,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-07-01,ศรีสะเกษ,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-07-01,สกลนคร,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-07-01,สุรินทร์,มันสำปะหลัง,2.45,บาท/กก.,OAE-DIT-sample
2025-07-01,หนองคาย,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-07-01,หนองบัวลำภู,มันสำปะหลัง,2.48,บาท/กก.,OAE-DIT-sample
2025-07-01,อำนาจเจริญ,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-07-01,อุดรธานี,มันสำปะหลัง,2.48,บาท/กก.,OAE-DIT-sample
2025-07-01,อุบลราชธานี,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-08-01,กาฬสินธุ์,มันสำปะหลัง,2.48,บาท/กก.,OAE-DIT-sample
2025-08-01,ขอนแก่น,มันสำปะหลัง,2.48,บาท/กก.,OAE-DIT-sample
2025-08-01,ชัยภูมิ,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-08-01,นครพนม,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-08-01,นครราชสีมา,มันสำปะหลัง,2.48,บาท/กก.,OAE-DIT-sample
2025-08-01,บึงกาฬ,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-08-01,บุรีรัมย์,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-08-01,มหาสารคาม,มันสำปะหลัง,2.48,บาท/กก.,OAE-DIT-sample
2025-08-01,มุกดาหาร,มันสำปะหลัง,2.48,บาท/กก.,OAE-DIT-sample
2025-08-01,ยโสธร,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-08-01,ร้อยเอ็ด,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-08-01,เลย,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-08-01,ศรีสะเกษ,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-08-01,สกลนคร,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-08-01,สุรินทร์,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-08-01,หนองคาย,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-08-01,หนองบัวลำภู,มันสำปะหลัง,2.49,บาท/กก.,OAE-DIT-sample
2025-08-01,อำนาจเจริญ,มันสำปะหลัง,2.48,บาท/กก.,OAE-DIT-sample
2025-08-01,อุดรธานี,มันสำปะหลัง,2.49,บาท/กก.,OAE-DIT-sample
2025-08-01,อุบลราชธานี,มันสำปะหลัง,2.48,บาท/กก.,OAE-DIT-sample
2025-09-01,กาฬสินธุ์,มันสำปะหลัง,2.52,บาท/กก.,OAE-DIT-sample
2025-09-01,ขอนแก่น,มันสำปะหลัง,2.52,บาท/กก.,OAE-DIT-sample
2025-09-01,ชัยภูมิ,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2025-09-01,นครพนม,มันสำปะหลัง,2.5,บาท/กก.,OAE-DIT-sample
2025-09-01,นครราชสีมา,มันสำปะหลัง,2.52,บาท/กก.,OAE-DIT-sample
2025-09-01,บึงกาฬ,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2025-09-01,บุรีรัมย์,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2025-09-01,มหาสารคาม,มันสำปะหลัง,2.52,บาท/กก.,OAE-DIT-sample
2025-09-01,มุกดาหาร,มันสำปะหลัง,2.52,บาท/กก.,OAE-DIT-sample
2025-09-01,ยโสธร,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2025-09-01,ร้อยเอ็ด,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2025-09-01,เลย,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2025-09-01,ศรีสะเกษ,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2025-09-01,สกลนคร,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2025-09-01,สุรินทร์,มันสำปะหลัง,2.5,บาท/กก.,OAE-DIT-sample
2025-09-01,หนองคาย,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2025-09-01,หนองบัวลำภู,มันสำปะหลัง,2.53,บาท/กก.,OAE-DIT-sample
2025-09-01,อำนาจเจริญ,มันสำปะหลัง,2.52,บาท/กก.,OAE-DIT-sample
2025-09-01,อุดรธานี,มันสำปะหลัง,2.53,บาท/กก.,OAE-DIT-sample
2025-09-01,อุบลราชธานี,มันสำปะหลัง,2.52,บาท/กก.,OAE-DIT-sample
2025-10-01,กาฬสินธุ์,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-10-01,ขอนแก่น,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-10-01,ชัยภูมิ,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-10-01,นครพนม,มันสำปะหลัง,2.45,บาท/กก.,OAE-DIT-sample
2025-10-01,นครราชสีมา,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-10-01,บึงกาฬ,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-10-01,บุรีรัมย์,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-10-01,มหาสารคาม,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-10-01,มุกดาหาร,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-10-01,ยโสธร,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-10-01,ร้อยเอ็ด,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-10-01,เลย,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-10-01,ศรีสะเกษ,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-10-01,สกลนคร,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-10-01,สุรินทร์,มันสำปะหลัง,2.45,บาท/กก.,OAE-DIT-sample
2025-10-01,หนองคาย,มันสำปะหลัง,2.46,บาท/กก.,OAE-DIT-sample
2025-10-01,หนองบัวลำภู,มันสำปะหลัง,2.48,บาท/กก.,OAE-DIT-sample
2025-10-01,อำนาจเจริญ,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-10-01,อุดรธานี,มันสำปะหลัง,2.48,บาท/กก.,OAE-DIT-sample
2025-10-01,อุบลราชธานี,มันสำปะหลัง,2.47,บาท/กก.,OAE-DIT-sample
2025-11-01,กาฬสินธุ์,มันสำปะหลัง,2.57,บาท/กก.,OAE-DIT-sample
2025-11-01,ขอนแก่น,มันสำปะหลัง,2.56,บาท/กก.,OAE-DIT-sample
2025-11-01,ชัยภูมิ,มันสำปะหลัง,2.55,บาท/กก.,OAE-DIT-sample
2025-11-01,นครพนม,มันสำปะหลัง,2.54,บาท/กก.,OAE-DIT-sample
2025-11-01,นครราชสีมา,มันสำปะหลัง,2.56,บาท/กก.,OAE-DIT-sample
2025-11-01,บึงกาฬ,มันสำปะหลัง,2.55,บาท/กก.,OAE-DIT-sample
2025-11-01,บุรีรัมย์,มันสำปะหลัง,2.55,บาท/กก.,OAE-DIT-sample
2025-11-01,มหาสารคาม,มันสำปะหลัง,2.57,บาท/กก.,OAE-DIT-sample
2025-11-01,มุกดาหาร,มันสำปะหลัง,2.57,บาท/กก.,OAE-DIT-sample
2025-11-01,ยโสธร,มันสำปะหลัง,2.55,บาท/กก.,OAE-DIT-sample
2025-11-01,ร้อยเอ็ด,มันสำปะหลัง,2.55,บาท/กก.,OAE-DIT-sample
2025-11-01,เลย,มันสำปะหลัง,2.56,บาท/กก.,OAE-DIT-sample
2025-11-01,ศรีสะเกษ,มันสำปะหลัง,2.55,บาท/กก.,OAE-DIT-sample
2025-11-01,สกลนคร,มันสำปะหลัง,2.55,บาท/กก.,OAE-DIT-sample
2025-11-01,สุรินทร์,มันสำปะหลัง,2.55,บาท/กก.,OAE-DIT-sample
2025-11-01,หนองคาย,มันสำปะหลัง,2.56,บาท/กก.,OAE-DIT-sample
2025-11-01,หนองบัวลำภู,มันสำปะหลัง,2.57,บาท/กก.,OAE-DIT-sample
2025-11-01,อำนาจเจริญ,มันสำปะหลัง,2.56,บาท/กก.,OAE-DIT-sample
2025-11-01,อุดรธานี,มันสำปะหลัง,2.57,บาท/กก.,OAE-DIT-sample
2025-11-01,อุบลราชธานี,มันสำปะหลัง,2.56,บาท/กก.,OAE-DIT-sample
2025-12-01,กาฬสินธุ์,มันสำปะหลัง,2.64,บาท/กก.,OAE-DIT-sample
2025-12-01,ขอนแก่น,มันสำปะหลัง,2.64,บาท/กก.,OAE-DIT-sample
2025-12-01,ชัยภูมิ,มันสำปะหลัง,2.63,บาท/กก.,OAE-DIT-sample
2025-12-01,นครพนม,มันสำปะหลัง,2.62,บาท/กก.,OAE-DIT-sample
2025-12-01,นครราชสีมา,มันสำปะหลัง,2.64,บาท/กก.,OAE-DIT-sample
2025-12-01,บึงกาฬ,มันสำปะหลัง,2.63,บาท/กก.,OAE-DIT-sample
2025-12-01,บุรีรัมย์,มันสำปะหลัง,2.63,บาท/กก.,OAE-DIT-sample
2025-12-01,มหาสารคาม,มันสำปะหลัง,2.65,บาท/กก.,OAE-DIT-sample
2025-12-01,มุกดาหาร,มันสำปะหลัง,2.64,บาท/กก.,OAE-DIT-sample
2025-12-01,ยโสธร,มันสำปะหลัง,2.63,บาท/กก.,OAE-DIT-sample
2025-12-01,ร้อยเอ็ด,มันสำปะหลัง,2.63,บาท/กก.,OAE-DIT-sample
2025-12-01,เลย,มันสำปะหลัง,2.63,บาท/กก.,OAE-DIT-sample
2025-12-01,ศรีสะเกษ,มันสำปะหลัง,2.63,บาท/กก.,OAE-DIT-sample
2025-12-01,สกลนคร,มันสำปะหลัง,2.63,บาท/กก.,OAE-DIT-sample
2025-12-01,สุรินทร์,มันสำปะหลัง,2.62,บาท/กก.,OAE-DIT-sample
2025-12-01,หนองคาย,มันสำปะหลัง,2.63,บาท/กก.,OAE-DIT-sample
2025-12-01,หนองบัวลำภู,มันสำปะหลัง,2.65,บาท/กก.,OAE-DIT-sample
2025-12-01,อำนาจเจริญ,มันสำปะหลัง,2.64,บาท/กก.,OAE-DIT-sample
2025-12-01,อุดรธานี,มันสำปะหลัง,2.65,บาท/กก.,OAE-DIT-sample
2025-12-01,อุบลราชธานี,มันสำปะหลัง,2.64,บาท/กก.,OAE-DIT-sample
2026-01-01,กาฬสินธุ์,มันสำปะหลัง,2.69,บาท/กก.,OAE-DIT-sample
2026-01-01,ขอนแก่น,มันสำปะหลัง,2.69,บาท/กก.,OAE-DIT-sample
2026-01-01,ชัยภูมิ,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2026-01-01,นครพนม,มันสำปะหลัง,2.67,บาท/กก.,OAE-DIT-sample
2026-01-01,นครราชสีมา,มันสำปะหลัง,2.69,บาท/กก.,OAE-DIT-sample
2026-01-01,บึงกาฬ,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2026-01-01,บุรีรัมย์,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2026-01-01,มหาสารคาม,มันสำปะหลัง,2.7,บาท/กก.,OAE-DIT-sample
2026-01-01,มุกดาหาร,มันสำปะหลัง,2.69,บาท/กก.,OAE-DIT-sample
2026-01-01,ยโสธร,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2026-01-01,ร้อยเอ็ด,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2026-01-01,เลย,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2026-01-01,ศรีสะเกษ,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2026-01-01,สกลนคร,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2026-01-01,สุรินทร์,มันสำปะหลัง,2.67,บาท/กก.,OAE-DIT-sample
2026-01-01,หนองคาย,มันสำปะหลัง,2.68,บาท/กก.,OAE-DIT-sample
2026-01-01,หนองบัวลำภู,มันสำปะหลัง,2.7,บาท/กก.,OAE-DIT-sample
2026-01-01,อำนาจเจริญ,มันสำปะหลัง,2.69,บาท/กก.,OAE-DIT-sample
2026-01-01,อุดรธานี,มันสำปะหลัง,2.7,บาท/กก.,OAE-DIT-sample
2026-01-01,อุบลราชธานี,มันสำปะหลัง,2.69,บาท/กก.,OAE-DIT-sample
2026-02-01,กาฬสินธุ์,มันสำปะหลัง,2.61,บาท/กก.,OAE-DIT-sample
2026-02-01,ขอนแก่น,มันสำปะหลัง,2.61,บาท/กก.,OAE-DIT-sample
2026-02-01,ชัยภูมิ,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2026-02-01,นครพนม,มันสำปะหลัง,2.59,บาท/กก.,OAE-DIT-sample
2026-02-01,นครราชสีมา,มันสำปะหลัง,2.61,บาท/กก.,OAE-DIT-sample
2026-02-01,บึงกาฬ,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2026-02-01,บุรีรัมย์,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2026-02-01,มหาสารคาม,มันสำปะหลัง,2.62,บาท/กก.,OAE-DIT-sample
2026-02-01,มุกดาหาร,มันสำปะหลัง,2.61,บาท/กก.,OAE-DIT-sample
2026-02-01,ยโสธร,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2026-02-01,ร้อยเอ็ด,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2026-02-01,เลย,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2026-02-01,ศรีสะเกษ,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2026-02-01,สกลนคร,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2026-02-01,สุรินทร์,มันสำปะหลัง,2.59,บาท/กก.,OAE-DIT-sample
2026-02-01,หนองคาย,มันสำปะหลัง,2.6,บาท/กก.,OAE-DIT-sample
2026-02-01,หนองบัวลำภู,มันสำปะหลัง,2.62,บาท/กก.,OAE-DIT-sample
2026-02-01,อำนาจเจริญ,มันสำปะหลัง,2.61,บาท/กก.,OAE-DIT-sample
2026-02-01,อุดรธานี,มันสำปะหลัง,2.62,บาท/กก.,OAE-DIT-sample
2026-02-01,อุบลราชธานี,มันสำปะหลัง,2.61,บาท/กก.,OAE-DIT-sample
2026-03-01,กาฬสินธุ์,มันสำปะหลัง,2.52,บาท/กก.,OAE-DIT-sample
2026-03-01,ขอนแก่น,มันสำปะหลัง,2.52,บาท/กก.,OAE-DIT-sample
2026-03-01,ชัยภูมิ,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2026-03-01,นครพนม,มันสำปะหลัง,2.5,บาท/กก.,OAE-DIT-sample
2026-03-01,นครราชสีมา,มันสำปะหลัง,2.52,บาท/กก.,OAE-DIT-sample
2026-03-01,บึงกาฬ,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2026-03-01,บุรีรัมย์,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2026-03-01,มหาสารคาม,มันสำปะหลัง,2.52,บาท/กก.,OAE-DIT-sample
2026-03-01,มุกดาหาร,มันสำปะหลัง,2.52,บาท/กก.,OAE-DIT-sample
2026-03-01,ยโสธร,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2026-03-01,ร้อยเอ็ด,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2026-03-01,เลย,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2026-03-01,ศรีสะเกษ,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2026-03-01,สกลนคร,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2026-03-01,สุรินทร์,มันสำปะหลัง,2.5,บาท/กก.,OAE-DIT-sample
2026-03-01,หนองคาย,มันสำปะหลัง,2.51,บาท/กก.,OAE-DIT-sample
2026-03-01,หนองบัวลำภู,มันสำปะหลัง,2.53,บาท/กก.,OAE-DIT-sample
2026-03-01,อำนาจเจริญ,มันสำปะหลัง,2.52,บาท/กก.,OAE-DIT-sample
2026-03-01,อุดรธานี,มันสำปะหลัง,2.53,บาท/กก.,OAE-DIT-sample
2026-03-01,อุบลราชธานี,มันสำปะหลัง,2.52,บาท/กก.,OAE-DIT-sample
2026-04-01,กาฬสินธุ์,มันสำปะหลัง,2.38,บาท/กก.,OAE-DIT-sample
2026-04-01,ขอนแก่น,มันสำปะหลัง,2.38,บาท/กก.,OAE-DIT-sample
2026-04-01,ชัยภูมิ,มันสำปะหลัง,2.37,บาท/กก.,OAE-DIT-sample
2026-04-01,นครพนม,มันสำปะหลัง,2.35,บาท/กก.,OAE-DIT-sample
2026-04-01,นครราชสีมา,มันสำปะหลัง,2.38,บาท/กก.,OAE-DIT-sample
2026-04-01,บึงกาฬ,มันสำปะหลัง,2.36,บาท/กก.,OAE-DIT-sample
2026-04-01,บุรีรัมย์,มันสำปะหลัง,2.36,บาท/กก.,OAE-DIT-sample
2026-04-01,มหาสารคาม,มันสำปะหลัง,2.38,บาท/กก.,OAE-DIT-sample
2026-04-01,มุกดาหาร,มันสำปะหลัง,2.38,บาท/กก.,OAE-DIT-sample
2026-04-01,ยโสธร,มันสำปะหลัง,2.36,บาท/กก.,OAE-DIT-sample
2026-04-01,ร้อยเอ็ด,มันสำปะหลัง,2.36,บาท/กก.,OAE-DIT-sample
2026-04-01,เลย,มันสำปะหลัง,2.37,บาท/กก.,OAE-DIT-sample
2026-04-01,ศรีสะเกษ,มันสำปะหลัง,2.37,บาท/กก.,OAE-DIT-sample
2026-04-01,สกลนคร,มันสำปะหลัง,2.36,บาท/กก.,OAE-DIT-sample
2026-04-01,สุรินทร์,มันสำปะหลัง,2.36,บาท/กก.,OAE-DIT-sample
2026-04-01,หนองคาย,มันสำปะหลัง,2.37,บาท/กก.,OAE-DIT-sample
2026-04-01,หนองบัวลำภู,มันสำปะหลัง,2.39,บาท/กก.,OAE-DIT-sample
2026-04-01,อำนาจเจริญ,มันสำปะหลัง,2.38,บาท/กก.,OAE-DIT-sample
2026-04-01,อุดรธานี,มันสำปะหลัง,2.38,บาท/กก.,OAE-DIT-sample
2026-04-01,อุบลราชธานี,มันสำปะหลัง,2.37,บาท/กก.,OAE-DIT-sample
2025-05-01,กาฬสินธุ์,อ้อยโรงงาน,1.07,บาท/กก.,OAE-DIT-sample
2025-05-01,ขอนแก่น,อ้อยโรงงาน,1.07,บาท/กก.,OAE-DIT-sample
2025-05-01,ชัยภูมิ,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-05-01,นครพนม,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-05-01,นครราชสีมา,อ้อยโรงงาน,1.07,บาท/กก.,OAE-DIT-sample
2025-05-01,บึงกาฬ,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-05-01,บุรีรัมย์,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-05-01,มหาสารคาม,อ้อยโรงงาน,1.07,บาท/กก.,OAE-DIT-sample
2025-05-01,มุกดาหาร,อ้อยโรงงาน,1.07,บาท/กก.,OAE-DIT-sample
2025-05-01,ยโสธร,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-05-01,ร้อยเอ็ด,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-05-01,เลย,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-05-01,ศรีสะเกษ,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-05-01,สกลนคร,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-05-01,สุรินทร์,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-05-01,หนองคาย,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-05-01,หนองบัวลำภู,อ้อยโรงงาน,1.08,บาท/กก.,OAE-DIT-sample
2025-05-01,อำนาจเจริญ,อ้อยโรงงาน,1.07,บาท/กก.,OAE-DIT-sample
2025-05-01,อุดรธานี,อ้อยโรงงาน,1.08,บาท/กก.,OAE-DIT-sample
2025-05-01,อุบลราชธานี,อ้อยโรงงาน,1.07,บาท/กก.,OAE-DIT-sample
2025-06-01,กาฬสินธุ์,อ้อยโรงงาน,1.07,บาท/กก.,OAE-DIT-sample
2025-06-01,ขอนแก่น,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-06-01,ชัยภูมิ,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-06-01,นครพนม,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-06-01,นครราชสีมา,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-06-01,บึงกาฬ,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-06-01,บุรีรัมย์,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-06-01,มหาสารคาม,อ้อยโรงงาน,1.07,บาท/กก.,OAE-DIT-sample
2025-06-01,มุกดาหาร,อ้อยโรงงาน,1.07,บาท/กก.,OAE-DIT-sample
2025-06-01,ยโสธร,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-06-01,ร้อยเอ็ด,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-06-01,เลย,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-06-01,ศรีสะเกษ,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-06-01,สกลนคร,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-06-01,สุรินทร์,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-06-01,หนองคาย,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-06-01,หนองบัวลำภู,อ้อยโรงงาน,1.07,บาท/กก.,OAE-DIT-sample
2025-06-01,อำนาจเจริญ,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-06-01,อุดรธานี,อ้อยโรงงาน,1.07,บาท/กก.,OAE-DIT-sample
2025-06-01,อุบลราชธานี,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-07-01,กาฬสินธุ์,อ้อยโรงงาน,1.12,บาท/กก.,OAE-DIT-sample
2025-07-01,ขอนแก่น,อ้อยโรงงาน,1.12,บาท/กก.,OAE-DIT-sample
2025-07-01,ชัยภูมิ,อ้อยโรงงาน,1.11,บาท/กก.,OAE-DIT-sample
2025-07-01,นครพนม,อ้อยโรงงาน,1.1,บาท/กก.,OAE-DIT-sample
2025-07-01,นครราชสีมา,อ้อยโรงงาน,1.12,บาท/กก.,OAE-DIT-sample
2025-07-01,บึงกาฬ,อ้อยโรงงาน,1.11,บาท/กก.,OAE-DIT-sample
2025-07-01,บุรีรัมย์,อ้อยโรงงาน,1.11,บาท/กก.,OAE-DIT-sample
2025-07-01,มหาสารคาม,อ้อยโรงงาน,1.13,บาท/กก.,OAE-DIT-sample
2025-07-01,มุกดาหาร,อ้อยโรงงาน,1.12,บาท/กก.,OAE-DIT-sample
2025-07-01,ยโสธร,อ้อยโรงงาน,1.11,บาท/กก.,OAE-DIT-sample
2025-07-01,ร้อยเอ็ด,อ้อยโรงงาน,1.11,บาท/กก.,OAE-DIT-sample
2025-07-01,เลย,อ้อยโรงงาน,1.11,บาท/กก.,OAE-DIT-sample
2025-07-01,ศรีสะเกษ,อ้อยโรงงาน,1.11,บาท/กก.,OAE-DIT-sample
2025-07-01,สกลนคร,อ้อยโรงงาน,1.11,บาท/กก.,OAE-DIT-sample
2025-07-01,สุรินทร์,อ้อยโรงงาน,1.1,บาท/กก.,OAE-DIT-sample
2025-07-01,หนองคาย,อ้อยโรงงาน,1.11,บาท/กก.,OAE-DIT-sample
2025-07-01,หนองบัวลำภู,อ้อยโรงงาน,1.13,บาท/กก.,OAE-DIT-sample
2025-07-01,อำนาจเจริญ,อ้อยโรงงาน,1.12,บาท/กก.,OAE-DIT-sample
2025-07-01,อุดรธานี,อ้อยโรงงาน,1.13,บาท/กก.,OAE-DIT-sample
2025-07-01,อุบลราชธานี,อ้อยโรงงาน,1.12,บาท/กก.,OAE-DIT-sample
2025-08-01,กาฬสินธุ์,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-08-01,ขอนแก่น,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-08-01,ชัยภูมิ,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-08-01,นครพนม,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
